V:
0.0444552,-0.0183782,-0.0400589,0.0334083,-0.00131809,0.0259594,0.0153675,0.0111016,0.00339774,-0.0106352,
0.0220285,-0.00192376,0.000766076,0.0188014,0.0330759,-0.0169757,0.0514323,0.0296291,-0.0242858,0.0131756,
0.0851996,0.0201711,0.0537124,0.0572495,0.0506012,-0.0979441,0.105961,-0.00364631,0.016221,-0.201186,
0.0139826,0.0135617,0.0136409,0.00293056,-0.000937213,-0.00441124,0.0093261,-0.021637,0.028706,0.00249193,
0.0304113,0.00933981,0.0053629,0.0163045,0.0384304,-0.0585165,0.015232,-0.0725835,0.0530811,0.0244129,
0.0123108,0.00975052,-0.0269073,0.0134921,-0.00171784,0.0201836,-0.00033078,-0.00139811,-0.00961505,0.0315998,
0.0114669,0.0084072,-0.00651342,-0.000264287,0.0152677,0.00760551,0.00710391,-0.00298278,-0.0035288,-0.00431957,
0.0309009,0.0383913,0.00352075,0.0130405,0.0481563,-0.0228988,0.056226,0.0599168,-0.00339718,-0.0405401,
0.0382934,-0.0139235,-0.0174783,-0.0218174,-0.00788123,0.055973,0.0864299,0.0369753,-0.0831638,0.0564259,
0.0455259,-0.0386687,-0.0172525,0.0153747,0.0149337,-0.0257855,0.0302551,-0.0172327,0.108502,-0.0111983,
0.0401145,0.0392173,-0.161979,-0.00414535,-0.024503,-0.0191404,-0.0286807,-0.00130316,-0.00239966,-0.0104013,
0.0369254,0.0288162,0.0220967,0.0346382,0.0320197,0.00615085,0.0175977,0.0507394,0.00889845,-0.012168,
0.0113127,-0.0167973,-0.00425731,-0.0350463,-0.00766119,-0.0274607,-0.0088621,0.0251606,-0.0149125,0.0315189,
0.0402179,0.0107416,0.0815263,0.0541684,-0.0493542,-0.341431,-0.258051,0.262372,-0.028057,0.290142,
0.00577671,0.0130086,0.00434879,0.0114976,0.00875418,-0.0150173,0.0297674,-0.000593645,-0.0173876,0.00279024,
0.0181125,0.0106951,0.00470812,-0.00465618,-0.00528082,-0.0108467,0.0138392,0.00773143,-0.00323974,0.00724321,
0.0163826,0.00968299,0.00106494,0.0268572,0.0411216,0.0227512,0.0103973,-0.00105439,-0.0196142,0.0228051,
0.0042821,0.0123858,0.00482459,0.000568866,0.0126574,0.00666515,-0.0082088,9.67545e-005,0.00960424,-0.000305232,
0.0253144,0.00388134,0.0142606,0.0316387,0.0123575,0.0221856,-0.0163085,-0.00343094,0.0261407,-0.0125004,
0.0230033,0.0271893,0.012715,0.00065105,-0.00489481,-0.00289248,0.00722872,0.00406509,-0.00651388,-0.00367036,
0.0158511,0.0112387,0.0292365,0.00355103,0.00766138,0.0240821,0.00577519,0.0254563,0.00279786,0.00808374,
0.0196508,0.0215804,0.0169442,0.0091554,-0.0121636,-0.00864371,-0.00358948,-0.00282928,0.00355292,-0.00087289,
0.0275031,0.00727669,0.0286652,0.00243259,-0.0006801,0.000417216,-0.0218593,0.0152925,0.00429396,-0.000320276,
0.00672765,0.0092109,0.00342983,-0.0100366,0.00378744,0.00844202,-0.0010944,0.000461208,0.00558632,0.000126953,
0.0195616,0.00454662,-0.0167536,-0.00810642,-0.000586031,0.0245791,0.0236745,0.0152556,-0.00740072,-0.022072,
0.0343212,0.0173163,0.0213,-0.0319977,-0.0583304,0.00947345,0.0422403,0.0394495,0.0112036,-0.0677014,
0.0291945,0.0134959,-0.00245328,-0.000870028,0.0330043,-0.00960834,0.00864791,0.0250335,-0.0144211,0.000942764,
0.0200723,0.0157995,0.0207033,-0.00971828,0.0131953,0.0212315,-0.00607283,0.0169016,0.0211047,-0.00660769,
0.0174554,0.0167949,-0.00165265,0.0268288,0.00366696,0.0125453,0.0350274,0.023344,0.0116207,-0.00347819,
0.0182129,0.0256367,0.0111409,0.00273089,0.00937537,0.0190086,-0.00706363,0.00841856,-0.00191538,0.0124578,
0.0169712,0.0288346,0.0158661,0.00379123,0.00913825,0.0141781,-0.0118017,0.00687742,0.032981,0.0179989,
0.0232753,0.0161847,-0.0104677,0.00753562,0.00129585,-0.0109044,0.00470311,-0.0141541,0.0152633,0.0418439,
0.0637725,-0.0943131,-0.00364,-0.0107667,0.00445695,0.0339994,-0.017225,0.00433432,-0.0235749,-0.00547737,
0.0260616,0.0257448,0.0159139,0.0116756,0.0122259,0.0301717,0.00811005,0.00440062,0.00409138,-0.00805072,
0.0275166,-0.0227299,0.0136364,0.0124193,0.00165548,0.0535292,0.00505001,-0.0164627,0.0331789,-0.0449261,
0.0423959,0.0112567,-0.0295763,0.0185956,0.00833369,-0.00158574,0.0200416,-0.0105228,-0.0449571,0.00795711,
0.0363027,0.0349943,-0.0543492,-0.00856196,-0.0214665,-0.0192348,0.0143168,-0.0205771,0.0173702,-0.0176044,
0.042389,-0.00408401,0.00553898,0.0437131,0.0245923,-0.0714326,0.0553362,-0.00497682,-0.00947765,-0.0194291,
0.0301253,0.00247035,0.00844767,0.0266269,0.0253723,-0.0283329,0.0324746,-0.0198657,0.00200772,0.00808627,
0.0406019,0.0295517,0.0146306,-0.045431,0.019505,-0.0288649,-0.0260552,-0.0199674,-0.0360569,-0.0318471,
0.0165149,0.012769,-0.00322285,0.0223712,0.00387578,-0.0126481,-0.0193063,0.00444009,0.0168117,-0.0285903,
0.0123145,0.0262841,0.0040115,-0.00726065,0.010783,0.0100523,0.00315929,-0.00430107,0.000306231,0.00218744,
0.029426,0.0237865,0.0354543,-0.0127498,0.0040766,-0.000448186,0.0178798,0.00100082,0.0178281,0.00384501,
0.0251676,0.0165392,0.0275659,0.00714529,0.0182794,0.00915067,-0.0136365,0.00705595,-0.000360242,-0.0222065,
0.0234895,0.0224815,0.00600939,0.000800234,-0.00972677,0.0152976,-0.0117597,-0.00570807,-0.00216878,-0.012527,
0.0106407,0.0126674,0.020267,0.00289042,0.00454603,-0.00736846,-0.0119746,-0.00867989,-0.00289219,0.00550997,
0.0531032,-0.0339722,0.00525288,0.0486559,0.0169535,0.0875086,-0.0575696,-0.0435311,-0.031375,-0.022418,
0.0296779,0.0284555,0.0239387,-0.0202196,-0.0396573,0.00237271,0.00983507,0.0156408,0.00205287,-0.0165177,
0.0239787,0.0207772,-0.01033,0.0299916,0.0142249,0.0254591,-0.00563033,0.0131071,-0.00823975,0.0326916,
0.0817679,-0.0830885,0.0359293,-0.0461322,-0.0306763,0.0216558,-0.0157605,0.00846556,0.0727749,0.0427371,
